"annotation_id","annotator","artist","created_at","id","index","lead_time","lyrics","tag","title","updated_at","x_coordinate","y_coordinate","year"
214,"1","Buffy Sainte-Marie","2024-07-30T17:50:21.703409Z",2954,1456,19.075,"[Chorus]
Little wheel spin and spin, and the big wheel turn around and around
Little wheel spin and spin, big wheel turn around and around
Little wheel spin and spin, big wheel turn around, 'round
Little wheel spin and spin, big wheel turn around and around

[Verse 1]
Merry Christmas, Jingle Bells
Christ is born and the devil's in Hell
Hearts, they shrink, pockets swell
Everybody know and nobody tell

[Chorus]
Little wheel spin and spin, big wheel turn around, 'round
Little wheel spin and spin, big wheel turn around and around

[Verse 2]
Ooh, the sins of Caesar's men
Cry the pious citizens
Petty-thieve the five and tens
And the big wheel turn around, 'round
[Chorus]
Little wheel spin and spin, big wheel turn around and around
Little wheel spin and spin, big wheel turn around and around

[Verse 3]
Blame the angels, blame the fates
Blame the Jews or your sister Kate
Teach your children who to hate
And the big wheel turn around, around

[Chorus]
Little wheel spin and spin, big wheel turn around, 'round
Little wheel spin and spin, big wheel turn around and around

[Verse 4]
Turn your back on weeds you've hoed
Silly sinful sins you've sowed
Add your straw to the camel's load
Pray like hell when the world explode

[Chorus]
Little wheel spin and spin, big wheel turn around and around
Little wheel spin and spin, big wheel turn around and around

[Verse 5]
Swing your girl, fiddler say
Later on the piper pay
Do-si-do, swing and sway
Dead will dance on Judgment Day
[Chorus]
Little wheel spin and spin, big wheel turn around and around
Little wheel spin and spin, big wheel turn around and around
Little wheel spin and spin, big wheel turn around and around
Little wheel spin and spin, big wheel turn around, 'round
Little wheel spin and spin, big wheel turn around, 'round
Little wheel spin and spin, big wheel turn around, 'round
Little wheel spin and spin, big wheel turn around, 'round
Little wheel spin and spin, big wheel turn around and around
Little wheel spin and spin, big wheel turn—","country","Little Wheel Spin and Spin 1966 Version","2024-07-30T17:50:21.703409Z","0.8","0.7",1966

213,"1","Ryan Bingham","2024-07-30T17:50:00.469110Z",2955,1457,65.706,"Love feel the toil of my love gone astray
Love here, my head, along the way
If heaven brings, I will step down
It's only the wind knocking me down

Some say that angels were all looking down
My only soul, vultures circling around
With no help from god the shadows I follow
Sometimes the truth is scared of the dark

Well, I dealt my weakness with all of my doubts
And traded my secrets to figure it out
With no help from god forever I roam
Till I found your heart, I was on my own

Well, I felt the alter shake up my bones
And I held your tender kiss for my own
With no help from god, we stood all alone
And followed our hearts and buried the stones

Sometimes my tortures are all I can bear
For so long I've waited for this coast to clear
With no help from god I will stand proud
And here by your side under the clouds","country","No Help from God","2024-07-30T17:50:00.469110Z","0.3","-0.9",2012

212,"1","Caroline Spence","2024-07-30T17:48:52.665391Z",2956,1458,67.804,"[Verse 1]
Sober, I'm too sober
To say what I need to say
And I’m over, yeah, I'm over
Hidin' my love for you away

[Pre-Chorus]
So tonight I’m making a change
Yeah, I'm gonna try to be brave
And I'm filling up my glass all the way

[Chorus]
And I'll wait on the wine to kick in
For that time of night to settle in
When I just can't wait
To tell you how long I've been
Wanting you to be mine
But I'll wait on the wine

[Verse 2]
Silly, it's so silly
Yeah, I’d thought I was all grown up
But when you’re with me, oh, when you're with me
I feel like a dumb teenager in love
[Pre-Chorus]
So tonight I’m using a crutch
Yeah, I'm praying to Lady Luck
And I'm filling this half-empty cup

[Chorus]
And I'll wait on the wine to kick in
If that’s how the night will settle in
When I just can't wait
To tell you how long I've been
Wanting you to be mine
But I'll wait on the wine

[Bridge]
And I can feel the heart rush, my cheeks blush
It looks like my moment's now
Yeah, you're coming my way
Is it too late for backing out?
When the buzz hits
The words will slip
Off of my lips
So I take one more sip

[Chorus]
And I feel the wine kick in
And that time of night settle in
Now I'm looking you right in the eye
And I'm feeling the wine
Feeling the wine
I just can't wait
To tell you how long I've been
Wanting you to be mine","country","Wait on the Wine","2024-07-30T17:48:52.666389Z","0.8","-0.3",2019

211,"1","Jeffedyeffedy","2024-07-30T17:43:29.175000Z",2957,1459,12.688,"Feck is cool
Feck owns a pool
Feck is mad
Feck has lost his dad
Feck is poo
He will do it on you
(The Sims 2): WOO HOO!","country","Feck-feck-feck-feckity-feck","2024-07-30T17:43:29.175000Z","-0.6","-0.9",2019

210,"1","Julia Jacklin","2024-07-30T17:43:14.192839Z",2958,1460,47.723,"[Verse 1]
So shaky, so fine
Standin' up there, baby, oh, you look so divine
So harsh, that bright stage light
Showin' the first four rows that you don't wanna play tonight

[Chorus]
But you know I want you to
You know I need you to
And I'll be there for you, darlin'
Even if it all falls through

[Verse 2]
So steady, so calm
Standin' up there, darlin', with the front row in the heel of your palm
So good, that bright stage light
Showin' the back four rows that you got it made here tonight

[Chorus]
You know I want you to
You know I need you to
And I'll be there for you, darlin'
When it all starts to come true
[Bridge]
You stepped down off our home ground
Said, ""Good friend I am done""
Done
So I left the game as they yelled my name
Said, ""Girl, you're my number one""
One
One
Mmm

[Outro]
So shaky, so fine
Standing up there, baby, oh, you look so divine","country","Elizabeth","2024-07-30T17:43:14.192839Z","0.7","0.6",2016

209,"1","Taylor Swift","2024-07-30T17:42:24.282641Z",2959,1461,114.564,"[Verse 1]
Here you are now
Fresh from your war
Back from the edge of time
And all that you were
Stripped to the bone
I thought you'd want to know

[Chorus]
That when you feel the world is crashing
All around your feet
Come running headlong into my arms
Breathless
I'll never judge you
I can only love you
Come now running headlong
Into my arms
Breathless
Breathless

[Verse 2]
Lay down your guns
Too weak to run
Nothing can harm you here
Your precious heart
Broken and scarred
Somehow you made it through
I only ask that you won't go again
[Chorus]
When you feel the world is crashing
All around your feet
Come running headlong into my arms
Breathless
I'll never judge you
I can only love you
Come now running headlong
Into my arms
Breathless

[Bridge]
I'm so glad to see you smiling
So good to hear your laugh
I think that you've found you even
Missed yourself
I'm only asking this because I think that
Truth be told
Oh, you'll never go again
Again, again

[Chorus]
When you feel the world is crashing
All around your feet
Come running headlong into my arms
Breathless
I'll never judge you
I can only love you
Come now running headlong
Into my arms
Breathless
Breathless
[Outro]
When you feel the world is crashing
Come running into my arms","country","Breathless","2024-07-30T17:42:24.282641Z","0.6","-0.4",2010

208,"1","Lucinda Williams","2024-07-29T20:17:39.198154Z",2960,1462,56.255,"Afraid to love and afraid to give
Just because of what it might cost us
But love can never, never live
Without the pain, the pain of loss

Life's never fair and it can be rough
And it can turn and play cruel tricks on us
And just when we think we've had enough
There's always on more river to cross

[Chorus]
The temporary nature of any precious thing
That just makes it, just makes it more precious
But not easier, not easier to lose
To lose somebody as precious as you

We don't have an answer, God only knows
Why we are made to weather these storms
But God knows I love you
And you've always been precious
Since the day, the day you were born
And it's always the sweetest reddest roses
That kiss the sharpest thorns
And it's always the deepest saddest joys
That prove to be the richest ones

[Chorus]
The temporary nature of any precious thing
That just makes it, just makes it more precious
But not easier, not easier to lose
To lose somebody, somebody like you
To lose somebody as precious as you
To lose somebody as precious as you","country","Temporary Nature Of Any Precious Thing","2024-07-29T20:17:39.198154Z","-0.7","-0.5",2014

207,"1","Craig Morgan","2024-07-29T20:16:39.832326Z",2961,1463,21.855,"[Verse 1]
I got my sunny's on, cruisin’ on a boat
Destination nowhere, mile marker who knows
Salt is in my nose, SPF zero
Got my line on troll, I'm gonna go where the wind blows

[Chorus]
And I drink my drink, and I'll smoke my smoke
I talk the way I talk, and I walk the way I walk
I raise my glass, and I’ll toast my toast
Party all night, yeah, I'm sippin' on the simple life

[Verse 2]
Her blonde hair's blowin', bikini lines showin'
Her lipsticks glowin', did I say her bikini lines showin'
There’s a tiny tat, at the bottom of her back
Playing peek-a-boo with me
Yeah, it’s best you don't see that

[Chorus]
And I drink my drink, and I’ll smoke my smoke
I talk the way I talk, and I walk the way I walk
I raise my glass, and I'll toast my toast
Party all night, yeah I'm sippin' on the simple life
[Bridge]
No, there ain’t no right and there ain't no wrong
Yeah this just might be another drinkin' song
What's wrong with that?

[Chorus]
And I drink my drink, and I'll smoke my smoke
I talk the way I talk, and I walk the way I walk
I raise my glass, and I'll toast my toast
Party all night, yeah, I'm sippin' on the simple life (Yeah)
Sippin' on the simple life

[Outro]
Where we gonna go next?
(Man, I don't know let's find a doggone cove somewhere)
How 'bout Bermuda? (Come on)
Let's do it","country","Sippin’ On The Simple Life","2024-07-29T20:16:39.832326Z","0.3","0.7",2020

206,"1","Johnny Paycheck","2024-07-29T20:16:15.814552Z",2962,1464,133.898,"There's a certain in between
When a man thinks he's the king
He's got a woman who makes him feel twice his size
But when she spreads his dreams around
Then the bottle drags him down
And when the king becomes her servant
Then love dies

But just before love dies his kingdom crumbles
His throne becomes a barstool
And he turns to the wine
Oh it's just a matter of time
Before I lose my mind
Cause I'm the king who fell today
When her love dies

Just before love dies his kingdom crumbles...","country","Then Love Dies","2024-07-29T20:16:15.814552Z","-0.7","-0.4",1967
